19-8-8 19:10:48.8|Info|Bootstrap|Starting Radarr - /opt/radarr/Radarr.exe - Version 0.2.0.1358
19-8-8 19:10:49.6|Info|AppFolderInfo|Data directory is being overridden to [/config]
19-8-8 19:10:49.9|Info|Router|Application mode: Interactive
19-8-8 19:10:50.4|Info|MigrationLogger|*** Migrating data source=/config/nzbdrone.db;cache size=-20000;datetimekind=Utc;journal mode=Wal;pooling=True;version=3 ***
19-8-8 19:10:50.6|Info|MigrationLogger|*** VersionMigration migrating ***
19-8-8 19:10:50.9|Info|MigrationLogger|*** VersionUniqueMigration migrating ***
19-8-8 19:10:50.9|Info|MigrationLogger|*** VersionDescriptionMigration migrating ***
19-8-8 19:10:51.0|Info|MigrationLogger|*** 1: InitialSetup migrating ***
19-8-8 19:10:51.0|Info|InitialSetup|Starting migration to 1
19-8-8 19:10:51.0|Info|MigrationLogger|*** 2: remove_tvrage_imdb_unique_constraint migrating ***
19-8-8 19:10:51.0|Info|remove_tvrage_imdb_unique_constraint|Starting migration to 2
19-8-8 19:10:51.0|Info|MigrationLogger|*** 3: remove_renamed_scene_mapping_columns migrating ***
19-8-8 19:10:51.0|Info|remove_renamed_scene_mapping_columns|Starting migration to 3
19-8-8 19:10:51.1|Info|MigrationLogger|*** 4: updated_history migrating ***
19-8-8 19:10:51.1|Info|updated_history|Starting migration to 4
19-8-8 19:10:51.1|Info|MigrationLogger|*** 5: added_eventtype_to_history migrating ***
19-8-8 19:10:51.1|Info|added_eventtype_to_history|Starting migration to 5
19-8-8 19:10:51.1|Info|MigrationLogger|*** 6: add_index_to_log_time migrating ***
19-8-8 19:10:51.1|Info|add_index_to_log_time|Starting migration to 6
19-8-8 19:10:51.1|Info|MigrationLogger|*** 7: add_renameEpisodes_to_naming migrating ***
19-8-8 19:10:51.1|Info|add_renameEpisodes_to_naming|Starting migration to 7
19-8-8 19:10:51.1|Info|MigrationLogger|*** 8: remove_backlog migrating ***
19-8-8 19:10:51.1|Info|remove_backlog|Starting migration to 8
19-8-8 19:10:51.2|Info|MigrationLogger|*** 9: fix_rename_episodes migrating ***
19-8-8 19:10:51.2|Info|fix_rename_episodes|Starting migration to 9
19-8-8 19:10:51.2|Info|MigrationLogger|*** 10: add_monitored migrating ***
19-8-8 19:10:51.2|Info|add_monitored|Starting migration to 10
19-8-8 19:10:51.2|Info|MigrationLogger|*** 11: remove_ignored migrating ***
19-8-8 19:10:51.2|Info|remove_ignored|Starting migration to 11
19-8-8 19:10:51.2|Info|MigrationLogger|*** 12: remove_custom_start_date migrating ***
19-8-8 19:10:51.2|Info|remove_custom_start_date|Starting migration to 12
19-8-8 19:10:51.3|Info|MigrationLogger|*** 13: add_air_date_utc migrating ***
19-8-8 19:10:51.3|Info|add_air_date_utc|Starting migration to 13
19-8-8 19:10:51.3|Info|MigrationLogger|*** 14: drop_air_date migrating ***
19-8-8 19:10:51.3|Info|drop_air_date|Starting migration to 14
19-8-8 19:10:51.3|Info|MigrationLogger|*** 15: add_air_date_as_string migrating ***
19-8-8 19:10:51.3|Info|add_air_date_as_string|Starting migration to 15
19-8-8 19:10:51.3|Info|MigrationLogger|*** 16: updated_imported_history_item migrating ***
19-8-8 19:10:51.3|Info|updated_imported_history_item|Starting migration to 16
19-8-8 19:10:51.3|Info|MigrationLogger|*** 17: reset_scene_names migrating ***
19-8-8 19:10:51.3|Info|reset_scene_names|Starting migration to 17
19-8-8 19:10:51.3|Info|MigrationLogger|*** 18: remove_duplicates migrating ***
19-8-8 19:10:51.3|Info|remove_duplicates|Starting migration to 18
19-8-8 19:10:51.4|Info|MigrationLogger|*** 19: restore_unique_constraints migrating ***
19-8-8 19:10:51.4|Info|restore_unique_constraints|Starting migration to 19
19-8-8 19:10:51.4|Info|MigrationLogger|*** 20: add_year_and_seasons_to_series migrating ***
19-8-8 19:10:51.4|Info|add_year_and_seasons_to_series|Starting migration to 20
19-8-8 19:10:51.4|Info|MigrationLogger|*** 21: drop_seasons_table migrating ***
19-8-8 19:10:51.4|Info|drop_seasons_table|Starting migration to 21
19-8-8 19:10:51.4|Info|MigrationLogger|*** 22: move_indexer_to_generic_provider migrating ***
19-8-8 19:10:51.4|Info|move_indexer_to_generic_provider|Starting migration to 22
19-8-8 19:10:51.4|Info|MigrationLogger|*** 23: add_config_contract_to_indexers migrating ***
19-8-8 19:10:51.4|Info|add_config_contract_to_indexers|Starting migration to 23
19-8-8 19:10:51.5|Info|MigrationLogger|*** 24: drop_tvdb_episodeid migrating ***
19-8-8 19:10:51.5|Info|drop_tvdb_episodeid|Starting migration to 24
19-8-8 19:10:51.5|Info|MigrationLogger|*** 25: move_notification_to_generic_provider migrating ***
19-8-8 19:10:51.5|Info|move_notification_to_generic_provider|Starting migration to 25
19-8-8 19:10:51.5|Info|MigrationLogger|*** 26: add_config_contract_to_notifications migrating ***
19-8-8 19:10:51.5|Info|add_config_contract_to_notifications|Starting migration to 26
19-8-8 19:10:51.5|Info|MigrationLogger|*** 27: fix_omgwtfnzbs migrating ***
19-8-8 19:10:51.5|Info|fix_omgwtfnzbs|Starting migration to 27
19-8-8 19:10:51.5|Info|MigrationLogger|*** 28: add_blacklist_table migrating ***
19-8-8 19:10:51.5|Info|add_blacklist_table|Starting migration to 28
19-8-8 19:10:51.5|Info|MigrationLogger|*** 29: add_formats_to_naming_config migrating ***
19-8-8 19:10:51.5|Info|add_formats_to_naming_config|Starting migration to 29
19-8-8 19:10:51.6|Info|MigrationLogger|*** 30: add_season_folder_format_to_naming_config migrating ***
19-8-8 19:10:51.6|Info|add_season_folder_format_to_naming_config|Starting migration to 30
19-8-8 19:10:51.6|Info|MigrationLogger|*** 31: delete_old_naming_config_columns migrating ***
19-8-8 19:10:51.6|Info|delete_old_naming_config_columns|Starting migration to 31
19-8-8 19:10:51.6|Info|MigrationLogger|*** 32: set_default_release_group migrating ***
19-8-8 19:10:51.6|Info|set_default_release_group|Starting migration to 32
19-8-8 19:10:51.6|Info|MigrationLogger|*** 33: add_api_key_to_pushover migrating ***
19-8-8 19:10:51.6|Info|add_api_key_to_pushover|Starting migration to 33
19-8-8 19:10:51.6|Info|MigrationLogger|*** 34: remove_series_contraints migrating ***
19-8-8 19:10:51.6|Info|remove_series_contraints|Starting migration to 34
19-8-8 19:10:51.6|Info|MigrationLogger|*** 35: add_series_folder_format_to_naming_config migrating ***
19-8-8 19:10:51.6|Info|add_series_folder_format_to_naming_config|Starting migration to 35
19-8-8 19:10:51.7|Info|MigrationLogger|*** 36: update_with_quality_converters migrating ***
19-8-8 19:10:51.7|Info|update_with_quality_converters|Starting migration to 36
19-8-8 19:10:51.7|Info|MigrationLogger|*** 37: add_configurable_qualities migrating ***
19-8-8 19:10:51.7|Info|add_configurable_qualities|Starting migration to 37
19-8-8 19:10:51.7|Info|MigrationLogger|*** 38: add_on_upgrade_to_notifications migrating ***
19-8-8 19:10:51.7|Info|add_on_upgrade_to_notifications|Starting migration to 38
19-8-8 19:10:51.7|Info|MigrationLogger|*** 39: add_metadata_tables migrating ***
19-8-8 19:10:51.7|Info|add_metadata_tables|Starting migration to 39
19-8-8 19:10:51.7|Info|MigrationLogger|*** 40: add_metadata_to_episodes_and_series migrating ***
19-8-8 19:10:51.7|Info|add_metadata_to_episodes_and_series|Starting migration to 40
19-8-8 19:10:51.8|Info|MigrationLogger|*** 41: fix_xbmc_season_images_metadata migrating ***
19-8-8 19:10:51.8|Info|fix_xbmc_season_images_metadata|Starting migration to 41
19-8-8 19:10:51.8|Info|MigrationLogger|*** 42: add_download_clients_table migrating ***
19-8-8 19:10:51.8|Info|add_download_clients_table|Starting migration to 42
